what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1303776777702
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1303776779340
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776780806
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776781414
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776783676
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776785923
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1303776789916
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776792366
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776794409
no handler,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1303776798559
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776801117
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776823831
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776825188
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776977959
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776983450
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777084834
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777098250
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777377210
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777381796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777537765
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777539169
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777541103
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1303777543412
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777550182
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303777552538
