what,kind,bundleId,bundleVersion,description,time
started,bundle,com.bbn.swede.ui,2.0.2,com.bbn.swede.ui,1303776258091
activated,editor,com.bbn.swede.editor,2.0.2,com.bbn.swede.editor.OWLEditor,1303776258107
activated,view,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui.views.tasks,1303776274955
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.ContentOutline,1303776279058
activated,editor,com.bbn.swede.editor,2.0.2,com.bbn.swede.editor.OWLEditor,1303776294080
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776367104
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776412080
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776413936
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776421705
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776423390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776425870
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776426541
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776444575
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776452141
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776490595
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1303776491765
no handler,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1303776494339
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1303776496991
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1303776500813
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776501546
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776502326
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776502653
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776527395
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776528565
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303776608996
