what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303780681122
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303780681917
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.selectAll,1303780682666
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1303780683165
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1303780683430
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303780684023
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303780747508
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303780756416
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781010165
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781069867
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781079523
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781081769
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781084016
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781087604
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781149489
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781153795
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781319278
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781321696
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781344566
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781345205
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781380244
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781380852
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1303781602625
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1303781610019
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1303781611251
